text,embedding,filename,type,chunk_id
指导方针草案 航程规划\
  1 目标\
\
  1.1 制定航行或航行计划， 以及对船舶进度的密切和持续监控 和职位，在执行此类计划期间是必不可少的 对海上生命安全、航行安全和效率的重要性 以及保护海洋环境。\
\
  1\,2 航程和航道规划的需要适用 到所有船只。有几个因素可能会阻碍保险箱 所有船只的航行和可能阻碍 大型船舶或运载危险货物的船只的航行。 在准备过程中需要考虑这些因素 的计划以及后续监控执行 计划。\
\
  1.3 航程和航道规划包括评估、 即收集与预期航程相关的所有信息 或通道;整个航程或航程的详细规划 berth to berth，包括那些需要 一名飞行员;执行计划;以及对进展的监控 在实施计划中的船舶。这些组件 的航程/航道规划分析如下。\
\
  2 鉴定\
\
  2.1 与预期相关的所有信息 应考虑航行或航行。以下项目应 在航程和航道规划中考虑：\
  1.19465202e-01 -5.46795130e-02  2.20172126e-02 -1.40355090e-02\
  1.35618165e-01 -2.84502637e-02 -4.34979238e-02 -4.13364097e-02\
  1.15647418e-02 -6.56137243e-02  4.64561135e-02  1.62307397e-02\
 -8.64716768e-02 -3.50393504e-02  6.14477415e-03 -2.21919771e-02\
 -3.42840049e-03  2.93411557e-02 -3.65577685e-03  5.49577810e-02],全球关键航运通道受阻对供应链的影响———“长赐号”在苏伊士运河搁浅案例分析.txt,TXT,15
对供应链中断风险管理的启示\
\
关键航运通道在国际集装箱运输中发挥着重要的作用。 此次苏伊士运河堵塞事件对世界贸易与供应链产生了巨大的冲击，为我国海运业应对全球关键航运通道受阻事件提供了一个重要的研究案例，为全球供应链的中断风险管理提供了如下启示。\
１．高度重视航运在国际供应链中的重要地位，切实维护关键航运通道安全\
海运在运输成本和贸易关联等方面有着不可替代的优势。 除苏伊士运河外，马六甲海峡、霍尔木兹海峡和巴拿马运河等也是世界海运的咽喉要道，容易受到外界环境的影响，从而对全球的供应链产生连锁效应。此次“长赐号”搁浅事件虽属偶然，但在当前国际形势日趋复杂的大背景下，区域性冲突或别国蓄意的阻挠行为，都可能导致某海运线路长期中断，从而对我国的对外贸易、能源进口和经济发展等产生负面影响。 在维护关键航运通道的安全问题上，要对关键航运通道所在区域的国际局势保持高度的重视，保证通道的畅通和外贸的正常开展。 同时，要鼓励有关机构和企业，加大在投资、技术、运营管理等方面的输出力度，扩大在交通、能源、金融等领域的合作，尤其要加强对关键航运通道沿线港口的设施建设和项目运营，以谋求多方的共同利益。 此外，要加强海上军事力量的建设，提高对重要航道的保护能力，有效打击海盗和恐怖活动，为维护全球经贸安全发挥关键作用。\
２．特别重视信息共享和大数据的有效应用\
此次堵塞事件凸显了港口作为信息枢纽的关键作用。 在航运公司共享船运计划、船期变化和船期延误等信息的情况下，港口可以与供应链上的各个成员建立数据共享与数字协同机制，从而优化客户管理和资源配置。 基于实时信息和大数据技术，能更准确地判断突发事件的影响并制订应急预案。 对于航运公司和跨国企业，建立大数据分析平台是至关重要的。 这不仅有助于评估突发事件在短期内的冲击，还能为客户提供更优的解决方案。 例如，华为公司在“长赐号”搁浅时，有 ２８ 艘船舶和 ４００ 多个集装箱已经或即将进入堵塞的航线，预计有 １２３ 个客户受到影响。 华为公司利用其“数字智能”平台对大量空中、海上、铁路运输航线进行大数据分析，快速提供了最佳的解决方案，将 ８０％的订单延误限制在了两个星期以内［５８］ 。 此外，要加大预测模型的研究和应用，这有助于分析货船的未来动向并评估潜在损害。\
３．积极发展多元化国际运输通道，以增强抵御风险的能力,[-1.10044209e-02  8.47109258e-02  3.95441093e-02 -2.83473451e-02\
  5.87713160e-03  6.22347835e-03  3.56891030e-03 -1.86797902e-02\
  5.13320742e-03  1.28685329e-02  1.38812184e-01 -6.31007850e-02\
  4.24431004e-02  5.71397804e-02 -3.39948088e-02  3.68860140e-02\
 -5.05656600e-02 -2.51536584e-03 -7.10957497e-02  6.54761642e-02\
  1.83367897e-02 -3.79136205e-02  1.63550060e-02 -2.46918425e-02\
 -4.00853865e-02  4.11219597e-02 -2.08564326e-02 -1.38654504e-02\
  8.81281570e-02  7.13347644e-03 -3.38864736e-02  9.73627642e-02\
 -1.07997358e-01 -1.09869475e-02  7.00474977e-02  5.74938543e-02\
  5.29461466e-02  3.73631120e-02 -3.50846015e-02  6.20523877e-02\
  5.98317990e-03 -3.08450535e-02  2.87847482e-02 -3.22955959e-02\
  3.53725138e-03  3.15320343e-02 -3.59117426e-03 -2.66562998e-02\
 -8.30674097e-02 -7.04741180e-02 -3.82777639e-02 -2.16181409e-02\
  2.00186577e-03 -1.94015969e-02 -3.44473757e-02  1.65261049e-02\
 -5.14034890e-02 -3.32011208e-02 -1.76490285e-02 -6.54262006e-02\
 -2.60531474e-02  3.27526852e-02 -1.15796551e-03  7.24798720e-03\
 -2.71038990e-02 -3.86969224e-02  2.70893686e-02  1.70440860e-02\
 -4.93486337e-02 -2.45601721e-02  6.55642524e-03 -6.09360002e-02\
 -1.03221210e-02 -4.77950312e-02 -4.22010422e-02 -6.85693417e-03\
  2.81228367e-02  5.03616594e-03 -8.70324522e-02 -9.36110467e-02\
 -1.37111740e-02 -3.57713131e-03  5.63115589e-02 -4.32384275e-02\
 -1.88094229e-02  2.64715832e-02 -6.66251034e-02 -1.08277000e-01\
  6.03135563e-02 -2.18117274e-02  5.71947247e-02 -3.94401848e-02\
  1.54651115e-02 -2.86137182e-02  8.88996646e-02  1.28486031e-03\
  2.48022154e-02  7.34314928e-03  2.43059751e-02 -4.21955436e-02\
  4.58373539e-02 -5.16346917e-02 -9.04215574e-02  1.69413760e-02\
 -4.23914269e-02 -1.18034944e-01 -7.92504251e-02  3.18410844e-02\
  9.00416449e-02  1.12914834e-02 -2.35932954e-02 -1.53453927e-02\
 -1.02116289e-02 -7.58870170e-02 -2.56052334e-02  6.04362153e-02\
 -1.66858807e-02 -9.90876406e-02  6.71743823e-04 -5.95621206e-02\
  7.01500848e-02  3.24308425e-02 -5.69779910e-02 -5.78200864e-03\
 -5.25696389e-02  1.88967399e-02  6.33338764e-02  2.38731768e-34\
  4.18232987e-03  4.74758409e-02  2.17427053e-02 -8.38151798e-02\
 -1.71715874e-04 -5.27805202e-02  1.55039411e-03 -1.83329657e-02\
 -3.39773446e-02  1.18375523e-02 -6.12768419e-02  1.05411433e-01\
 -2.67390851e-02 -5.99009031e-03 -9.34884623e-02 -6.80935085e-02\
 -6.49380460e-02 -2.73304731e-02  1.65396240e-02 -9.16180983e-02\
  5.16124628e-02  2.03205593e-04  5.19676283e-02 -7.94498026e-02\
 -4.63721380e-02 -1.95384566e-02  1.87355392e-02 -3.53917363e-03\
 -5.40622883e-02  4.52325270e-02  2.20572054e-02 -2.68619135e-02\
 -2.69213971e-02 -3.89217436e-02 -9.03637409e-02  3.26803476e-02\
  3.51564549e-02 -6.46207333e-02  4.17677313e-02 -1.41468421e-02\
 -8.48259479e-02  2.07054727e-02  2.80467235e-02  4.18203026e-02\
  3.29348780e-02 -9.71102994e-03  1.60406437e-02 -2.50446424e-02\
  1.60666201e-02 -5.59819154e-02 -6.00953475e-02  1.53920846e-02\
 -3.00091319e-03 -4.69581671e-02  6.37287572e-02 -3.37946956e-04\
 -7.71083534e-02  2.41202153e-02 -6.87677339e-02 -9.04902071e-03\
 -9.31466930e-03 -2.53530615e-03 -2.51115449e-02  1.61510166e-02\
  7.85177052e-02  4.96892855e-02 -4.54545096e-02  1.99978668e-02\
  4.91614314e-03 -5.23881614e-02 -6.71306849e-02  3.98888402e-02\
  9.42653641e-02 -6.98154909e-04  3.12581621e-02 -5.91932312e-02\
 -5.92003204e-02  5.21669649e-02 -9.91205592e-03 -3.95797985e-03\
 -1.40766591e-01 -2.93836277e-02 -6.25930876e-02  6.30221739e-02\
 -8.18960220e-02 -3.82077284e-02  7.50956908e-02  2.08657719e-02\
  4.18897532e-03 -5.28722443e-02 -1.15750290e-01 -1.46644516e-02\
  7.06624910e-02 -5.09594567e-02 -2.55042072e-02 -7.75026348e-33\
 -6.35350868e-02 -2.40379758e-03 -5.64206876e-02 -1.60355389e-03\
  3.65562998e-02 -5.02866507e-02  2.36709621e-02  7.33346269e-02\
 -2.65834127e-02 -4.06943001e-02 -5.09465113e-02  2.09716968e-02\
 -7.48692453e-02  9.85343195e-03 -3.84345315e-02  1.42200273e-02\
  4.37688362e-03  1.39652327e-01 -1.50803905e-02  1.51357595e-02\
  2.85248794e-02 -1.78139862e-02 -1.51126966e-01  1.39615666e-02\
 -8.00851732e-03  6.51826411e-02  4.69484776e-02 -1.42578304e-01\
  2.14762446e-02  6.18061759e-02 -4.18732204e-02  5.76191023e-02\
 -4.59693335e-02  1.09051980e-01 -6.61879033e-02 -3.94649096e-02\
  8.27243179e-03 -2.34427787e-02 -9.69653204e-02 -1.57399557e-03\
 -3.34336213e-03 -8.62316322e-03  7.35139623e-02 -4.70517029e-04\
  2.47964747e-02  6.38058409e-02 -1.56465434e-02 -5.19683287e-02\
 -1.04289758e-03 -2.43363343e-02  9.58432853e-02  5.87805659e-02\
 -4.75546205e-03 -1.07749393e-02 -1.81622300e-02 -2.50280779e-02\
 -4.90420274e-02 -1.18171617e-01 -3.78752165e-02 -8.50734860e-02\
  4.47436869e-02  7.70971179e-02 -5.07052913e-02  4.61983122e-02\
 -1.11398818e-02  1.23276385e-02  3.42585258e-02 -3.52261937e-03\
  2.10123546e-02 -1.40267029e-01 -3.77735011e-02 -1.10131055e-02\
  5.81646292e-03 -7.88586512e-02  4.54599932e-02  7.89864883e-02\
 -1.75015964e-02  6.47949278e-02 -3.60024534e-02  2.53822561e-02\
 -2.34582312e-02 -4.08855965e-03  1.41914720e-02  3.60178738e-03\
  1.08529087e-02  5.78763383e-03 -4.04818058e-02 -7.12554296e-03\
  5.56920609e-03 -4.62272838e-02 -6.16037175e-02  4.24890406e-03\
 -3.65321115e-02  2.78272890e-02  9.30821970e-02 -4.76429847e-08\
  1.78853814e-02 -5.08576296e-02 -2.72244606e-02 -1.41646583e-02\
 -1.16660357e-01 -3.91386002e-02  2.96417326e-02  1.58361699e-02\
 -2.99272239e-02 -3.70727183e-04  8.90536234e-03  2.70018466e-02\
 -5.90908974e-02  6.82618767e-02 -4.30435725e-02 -5.10165244e-02\
 -4.48329300e-02  1.64398607e-02  5.36823366e-03 -7.57631510e-02\
 -6.63009360e-02  7.29100488e-04  4.91697080e-02 -1.54031903e-01\
 -5.51622733e-02  4.82021868e-02 -5.44645898e-02 -5.62520735e-02\
 -1.24899046e-02  4.16790284e-02 -1.41892405e-02 -2.31700973e-03\
  1.30865015e-02 -4.59617702e-03  2.61144377e-02 -2.16298159e-02\
  4.41354141e-02  1.02893887e-02 -2.61289701e-02  3.89972478e-02\
 -6.21719882e-02 -4.10377197e-02  2.30502486e-02  6.50271997e-02\
  1.68751746e-01 -2.82208677e-02  9.75005701e-02  6.17810003e-02\
  1.07164785e-01  7.28546316e-03  7.06313876e-03 -6.06064461e-02\
  4.76803519e-02 -1.11589119e-01  1.18555939e-02  3.30664851e-02\
 -1.74469780e-02 -4.10243049e-02 -2.14671511e-02  4.78492528e-02\
  4.21150140e-02  3.29972059e-02  6.36125132e-02  6.02348931e-02],全球关键航运通道受阻对供应链的影响———“长赐号”在苏伊士运河搁浅案例分析.txt,TXT,16
３．积极发展多元化国际运输通道，以增强抵御风险的能力\
此次事件凸显了国际贸易中关键航运通道的重要性，以及增加可供选择的替代路线的必要性。 为降低因突发事件造成的关键材料供应链的整体风险，需积极发展多样化的国际运输通道。 苏伊士运河航线的可替代运输路线包括好望角航线、中欧班列、航空运输、北极航道、油气管道等。 中欧班列和航空运输与海运相比具有运量小、造价高、速度快等特点，适用于高附加值和高时效性的货物运输，可作为海运受阻情况下的重要辅助和应急措施。 为进一步提升中欧班列和中亚班列的运能运力，应继续推进“卡脖子”区域的升级工作，并重点关注新亚欧大陆桥、中蒙俄和中巴陆路交通走廊的建设。 同时，依托国际航空枢纽，建设覆盖全球的、协同高效的空中运输网络，增强国际航空货运运力。 北极航道作为亚欧之间最短的航线具有巨大的潜力。 然而，由于其受到季节特点和船舶技术标准的限制，目前其航行效率有待提高。 为充分发挥北极航道的优势，应鼓励企业利用资金、技术、国内市场等方面的优势，积极参与北极航道的基础设施建设，逐步推动北极航道的商业利用和常态化运行。 同时，还应提高北极航道的通航安全与物流保障，并为国际海事组织制定相关法规提供有力支持。\
４．深入开展监测预警技术研究，不断提升海上通道安全保障与应急管理水平\
在此次事件中，欧洲哨兵卫星、美国行星实验室卫星、俄罗斯 Ｒｅｓｕｒ⁃Ｐ 卫星等遥感图像率先公布，提供了直观的现场情况；ＶｅｓｓｅｌＦｉｎｄｅｒ、ＶｅｓｓｅｌｓＶａｌｕｅ 等网站基于 ＡＩＳ 数据提供实时的拥堵信息；Ｓ＆Ｐｇｌｏｂａｌ、ＳｅａｔｒａｄｅＭａｒｉｔｉｍｅ Ｎｅｗｓ、Ｐｏｒｔ Ｔｅｃｈｎｏｌｏｇｙ、ｅｅＳｅａ 等多个平台也对事件进行了持续跟踪报道。 虽然国内的新华社卫星新闻实验室、中华航运网、船讯网等也做了相关报道，但在时效性、全面性、深入程度等方面还存在一定的差距。需进一步加强遥感、通信等卫星的应用研究，推进人工智能等技术的运用，以提高航运网络中断的监测、预警与评估能力。 在此基础上，还应进一步开展国际重要航道的安全问题研究，构建重要航道的常态性监控系统。同时，不断提升国际交通突发事件处置能力，完善突发事件应急预案，建立“陆海空天”一体化交通运输安全保障系统。 此外，建立健全与有关部门、国际组织的联系机制，以便在国际救援中发挥积极作用。,[-7.20183877e-03  9.09195375e-03  2.80895666e-03 -6.06149761e-03\
 -2.12755688e-02 -1.09055750e-02 -5.97334979e-03 -8.59594718e-03\
 -4.15651826e-03 -6.38446584e-02  1.18568018e-01 -6.45599216e-02\
  3.84370200e-02  1.60874762e-02 -4.50925902e-02 -2.92619094e-02\
 -1.22135645e-02  2.73301154e-02 -4.09301296e-02  7.66872941e-03\
 -1.72095057e-02 -9.64210629e-02  1.75908972e-02 -6.22952404e-03\
 -8.43360554e-03  5.35159819e-02  8.53138324e-03  5.34025617e-02\
  2.21914817e-02 -1.57938171e-02 -7.73871839e-02  9.14981887e-02\
 -3.90440561e-02  1.37292445e-02  6.72668889e-02  1.07277287e-02\
  5.27967117e-04  8.31826031e-02 -1.80886034e-02  5.70762940e-02\
  5.59012545e-03 -1.96549669e-02  9.26351249e-02 -4.30547679e-03\
 -1.11371102e-02  2.66237687e-02 -3.14201973e-02 -4.69203703e-02\
 -8.05238932e-02 -7.34953657e-02 -1.77808460e-02  4.05610576e-02\
  1.48324873e-02  2.01041941e-02 -2.02497970e-02  7.45612243e-03\
 -4.02668528e-02 -8.25889874e-03  2.69310270e-02 -3.33152190e-02\
 -6.59686625e-02  7.26274699e-02 -1.76979620e-02 -9.37810168e-03\
 -7.24324537e-03 -3.57653270e-03  2.33983509e-02 -1.66442189e-02\
 -3.48696820e-02  7.09286891e-03  1.82026029e-02 -3.03467661e-02\
 -3.32231708e-02 -5.79657257e-02 -7.05266092e-03 -3.20590846e-03\
 -8.35943781e-03 -1.87324453e-02 -8.77697319e-02 -5.82999587e-02\
 -6.68809637e-02  4.74663042e-02  2.99931448e-02 -7.93894157e-02\
 -6.54858276e-02  9.65231657e-03 -4.80310135e-02 -1.08558454e-01\
  5.32869063e-02 -8.05827603e-02  1.28537431e-01  2.32275613e-02\
 -1.97781995e-02  1.81986373e-02  4.32836972e-02  2.85249203e-04\
  6.49443939e-02  3.71163972e-02  1.96648687e-02 -4.72045057e-02\
  8.80513340e-02 -5.91040961e-02 -6.34835809e-02 -1.71807557e-02\
 -1.61290411e-02 -4.19002734e-02 -4.06720303e-02 -7.38898059e-03\
  6.39169738e-02  2.82963924e-02 -2.09741835e-02 -3.26506272e-02\
 -1.38625698e-02 -8.72301608e-02 -3.33919637e-02  3.85935530e-02\
 -1.10866530e-02 -3.89494747e-02  4.01734784e-02 -2.51416117e-02\
  5.19092232e-02  8.84986855e-03 -1.16271235e-01 -3.53591144e-02\
 -8.58792290e-02  2.34103259e-02  3.72783467e-03  1.37308926e-33\
 -1.91544518e-02  3.70343328e-02  2.42624823e-02 -7.57727921e-02\
  6.60084933e-03 -1.03599325e-01  6.24619983e-03 -1.89328510e-02\
 -3.46529707e-02  3.94387096e-02 -2.20156219e-02  6.87826648e-02\
 -7.36790225e-02 -6.43402012e-03 -5.58504090e-02 -7.35291690e-02\
 -3.79729345e-02 -1.82341747e-02  8.50954559e-03 -6.10170029e-02\
 -2.59119775e-02  1.48422690e-03  7.05030188e-02 -5.14233410e-02\
  1.68989319e-02 -1.59795154e-02  4.57389876e-02 -2.13794429e-02\
 -7.81890526e-02  3.18064801e-02  2.86811125e-02  1.06245810e-02\
 -4.65543605e-02 -1.83056407e-02 -1.39232233e-01  2.01494098e-02\
  2.16877572e-02 -3.22592854e-02  6.15861360e-03 -2.83241514e-02\
 -7.28443563e-02  5.78064099e-03  2.67048217e-02  5.61292991e-02\
  3.30346115e-02  1.39320013e-03 -4.14924845e-02  1.85008701e-02\
  5.89573532e-02 -7.16906339e-02 -5.40871173e-02 -8.37253965e-03\
  2.62119789e-02  1.79199298e-04  1.23990048e-02 -2.88289282e-02\
 -4.41669747e-02 -5.58709539e-03 -3.89140919e-02 -9.55443247e-04\
  7.98479188e-03 -2.22010016e-02 -2.57225465e-02  3.62076052e-02\
  9.52246562e-02  3.85976359e-02 -8.27566683e-02  2.10289168e-03\
  2.54286453e-02 -5.85698821e-02 -6.51432648e-02  5.05298376e-02\
  8.13788623e-02  2.77942643e-02  5.93776777e-02 -3.59318815e-02\
 -5.57821840e-02  3.24091129e-02  4.49634977e-02 -8.16947296e-02\
 -1.22862138e-01 -1.88266207e-02 -7.55680203e-02  3.27027924e-02\
 -1.04347572e-01 -3.75345873e-04  1.10276721e-01  5.04924543e-02\
  1.66187901e-02 -3.55306342e-02 -1.43959180e-01 -6.09554388e-02\
  4.11085859e-02 -2.29318836e-03  1.82693359e-03 -7.59149901e-33\
 -2.80529670e-02  2.96306647e-02 -3.74955945e-02  9.64962691e-03\
  1.54727995e-02 -5.77393807e-02  5.35081699e-02  8.21285397e-02\
  2.18903124e-02  3.47906561e-03 -4.62676771e-03  3.44917527e-03\
 -3.69911827e-02 -5.63781708e-03 -8.52722675e-03 -7.70842284e-03\
 -1.63329858e-02  1.03103340e-01 -8.07040185e-03  1.45532994e-03\
 -2.24868255e-03 -3.77387479e-02 -1.45110875e-01 -2.74495278e-02\
 -8.07904080e-02  4.03067879e-02 -3.48733589e-02 -1.10434741e-01\
 -1.84002090e-02  8.51022378e-02 -2.01274026e-02  4.61229086e-02\
 -7.18886964e-03  9.55729187e-02 -1.05032377e-01 -5.72671108e-02\
 -6.38298457e-03 -3.15731540e-02 -6.25823736e-02 -3.33655486e-03\
 -5.18063493e-02 -3.52863185e-02  9.65673476e-02 -1.78819038e-02\
  2.74585728e-02  4.18755896e-02  4.01147492e-02 -4.21438515e-02\
 -2.29306798e-02 -1.21997055e-02  6.61696196e-02  8.06825086e-02\
 -1.68223791e-02  2.62502562e-02 -2.66385749e-02  3.05368043e-02\
 -5.40557876e-02 -6.38979226e-02 -6.07096143e-02 -1.04977868e-01\
  3.78902885e-04  1.06553189e-01 -2.45511252e-03  1.82374734e-02\
  4.78711501e-02  2.07656827e-02 -6.03801617e-03 -3.97942364e-02\
  1.20096050e-01 -1.04409792e-01 -1.29007865e-02  3.29541154e-02\
  9.05487016e-02 -6.41927719e-02  6.63337111e-02  3.06784771e-02\
 -2.98311319e-02  8.69168341e-02 -3.67696770e-02  5.71998805e-02\
  1.94315426e-02 -1.60658266e-02  2.75808815e-02  8.88640583e-02\
 -5.05516641e-02  4.96983761e-03  4.42845225e-02  2.73909420e-02\
  1.79703645e-02 -2.63752025e-02 -9.49909212e-04 -5.05820895e-03\
 -2.82142293e-02 -4.04124963e-04  8.43122527e-02 -4.48359359e-08\
  7.91573897e-03 -7.61715993e-02 -9.79455635e-02 -3.08099315e-02\
 -8.80935937e-02 -4.47140485e-02  8.04148801e-03  1.99996145e-03\
 -3.68729867e-02 -6.60189253e-04  2.74173673e-02  1.51273170e-02\
 -7.66686723e-02  5.80193661e-03 -1.05909429e-01 -4.59334254e-02\
 -6.34857267e-02  7.80956075e-02  9.23632737e-03 -7.40808249e-02\
 -7.64303282e-02  2.28116624e-02  6.01201467e-02 -1.19038925e-01\
 -6.23178259e-02  6.18943460e-02 -8.77356753e-02 -2.96318755e-02\
 -2.80523822e-02  9.19253007e-02 -1.45161273e-02 -2.06045415e-02\
  7.00792968e-02 -3.38067636e-02  5.98644689e-02  1.35173053e-02\
 -2.25698873e-02  2.04214570e-03  3.21127512e-02  4.07572323e-03\
 -4.31538522e-02 -1.08339660e-01 -7.41358323e-04  3.96159925e-02\
  1.50198773e-01 -6.15567751e-02  1.97575055e-02  7.44560137e-02\
  1.09642990e-01 -3.62751842e-03 -3.36376391e-02 -3.59234065e-02\
  6.38815686e-02 -1.08442321e-01  2.40749773e-02  1.84197500e-02\
 -3.37396078e-02  1.75300930e-02  7.14592217e-03  5.84922312e-03\
  4.36621765e-03  1.43099278e-02  3.97946462e-02  4.65814099e-02],全球关键航运通道受阻对供应链的影响———“长赐号”在苏伊士运河搁浅案例分析.txt,TXT,17
全球航运市场概况\
摘要\
要点海运市场概况：海运市场主要分为三个领域：集装箱航运、干散货航运、油气航运；三个市场在贸易量、货值方面的排序有所不同。\
\
要点\
海运市场概况：海运市场主要分为三个领域：集装箱航运、干散货航运、油气航运；三个市场在贸易量、货值方面的排序有所不同。\
集装箱航运：集装箱运输的物品包括家具建筑类、纺织服装类、工业半成品成品等，根据运输货物的不同，集装箱可细分为普通干货集装箱、散货集装箱、冷冻集装箱等十个小类；集装箱船因其运载能力的不同而分为支线型、巴拿马型、新巴拿马型、超巴拿马型四类，且分布在不同的航线上；集装箱航线主要包括东西航线、南北航线、洲内航线三大类，其中东西航线为主干航线。集装箱运输为班轮运输，运费包括基本运费、附加费两大部分；集装箱运价指数方面，主要参考的国内指数有CCFI、SCFI，海外指数包括WCI、FBX。市场集中度较干散货航运、油轮航运更高，前十大公司的船舶数量、载重吨分别占到市场的47.8%、65%。\
干散货航运：根据运载量的不同，干散货船分为灵便型、巴拿马型、好望角型、超大型四个类别；干散货运输的物品主要为铁矿、煤炭等大宗干散货，根据各个品种出口国、进口国的不同，分别形成了相应的航线。干散货运输以租船运输为主，租赁方式包括程租、期租、光租，相应的收费方式也不同；干散货运价指数方面，主要参考的国外指数为BDI，国内则包括远东干散货指数、中国进出干散货运价指数等。干散货航运市场的前十大公司的船舶数量、载重吨分别占到市场的37.3%、43.3%。\
油轮航运：根据运输货物、载重量大小的不同，油轮可大致分为两大类五个小类别：运输成品油的包括中小型、巴拿马型油轮；运输原油的包括阿芙拉型、苏伊士型、超大型油轮。根据产油国、需求国的不同，叠加原油、成品油的差异，形成了以中东、西非、美洲出发的原油航运线，以及从主要炼油国出发的成品油航线。油轮航运也以租船为主；运价指数方面，国外主要参考BDTI、BCTI，国内则关注CTFI。油轮航运市场的前十大公司的船舶数量、载重吨分别占到市场的30.4%、47.7%。\
一、海运市场概况\
海运是全球最重要的贸易运输方式，因运输商品的种类广泛、性价比较高、运输网络遍布等优点，使海运量占全球贸易运输量的90%以上。,[-1.45970462e-02  1.30403657e-02 -2.27821246e-03 -3.94679606e-02\
 -6.42401725e-02 -3.74266482e-03 -2.83757467e-02 -2.67570838e-02\
  4.46274038e-03 -8.37005898e-02  1.38980508e-01 -4.59473804e-02\
  7.64298514e-02  3.15267704e-02  3.02572623e-02  1.53246347e-03\
 -9.62932184e-02  4.12442274e-02 -6.42961040e-02  2.62643285e-02\
  3.07760527e-03 -7.67730772e-02 -3.97314578e-02 -3.19473371e-02\
 -9.13544092e-03  9.29651316e-03  2.99370550e-02  8.66225585e-02\
  4.14243415e-02 -6.46267831e-03 -6.94534928e-02  1.66724697e-01\
  1.39598490e-03  5.68115152e-03  3.81732509e-02 -4.45075817e-02\
  1.11533254e-02  1.30006457e-02 -4.70109619e-02  8.58807713e-02\
 -6.47584498e-02 -1.78054664e-02  1.04418196e-01 -2.62927208e-02\
  4.64101695e-02  3.52911055e-02 -9.40765366e-02 -2.41990853e-02\
 -6.47963956e-02 -4.45393883e-02 -3.23795341e-02  5.68593331e-02\
  4.95442599e-02  2.73156650e-02 -6.22345833e-03 -4.09713760e-02\
 -4.39657718e-02 -5.65898567e-02 -4.62780567e-03 -4.18134145e-02\
  1.53688826e-02  4.90536503e-02 -2.79596262e-03 -1.98699608e-02\
 -4.48584519e-02  2.00052001e-02  2.41423752e-02  8.94445740e-03\
 -5.60758822e-02  5.38122430e-02 -5.12519269e-04 -3.91383469e-02\
 -5.00417640e-03  2.75188312e-02 -2.52733156e-02 -3.06158536e-03\
 -3.40424362e-03 -5.02146818e-02 -8.74176323e-02 -1.12706147e-01\
 -1.25695303e-01  5.14693074e-02 -7.70395435e-03 -6.25647679e-02\
 -7.69357756e-02  1.26404893e-02 -6.99953735e-02 -2.86568981e-02\
  6.58745393e-02  9.94156301e-03  6.06641509e-02  1.23873398e-01\
  1.76596157e-02 -5.03425375e-02  5.32444976e-02 -1.52831124e-02\
  1.82581712e-02  9.18402523e-03  4.44625365e-03 -2.90611647e-02\
  5.06918021e-02 -6.78407028e-02 -5.71376085e-02 -1.03063263e-01\
  1.49716381e-02 -4.48716469e-02  3.30626108e-02  3.20226215e-02\
  2.78719738e-02 -2.41112355e-02 -6.08039536e-02 -4.38852571e-02\
 -4.25250409e-03 -4.32239622e-02 -1.18398331e-02  2.68250462e-02\
  2.28580227e-03 -2.59043630e-02  3.54550965e-02 -3.84106440e-03\
  9.31575373e-02 -5.21241501e-03 -1.52582511e-01 -3.11688911e-02\
 -1.05618060e-01 -2.16147117e-02  6.41956646e-03  7.09216517e-33\
  1.29364720e-02  5.03173061e-02 -1.42833339e-02 -7.07562342e-02\
  2.12230328e-02 -5.05452268e-02 -1.33559704e-02  2.08034050e-02\
 -3.05366311e-02 -1.07735815e-02 -6.49521798e-02  1.03140108e-01\
 -9.09324065e-02 -3.20571885e-02 -7.38076642e-02 -7.09018409e-02\
 -2.61747334e-02 -3.84473912e-02  2.17878148e-02 -3.52733731e-02\
  5.38285524e-02  3.70591618e-02  6.11238778e-02 -3.60875055e-02\
 -2.57166624e-02 -4.91208397e-03 -5.37989149e-03  4.82835295e-03\
 -3.88702005e-02  2.95061637e-02  1.10595014e-04 -1.48050701e-02\
 -5.03159910e-02 -7.09635913e-02 -9.99065489e-02 -2.56886799e-02\
  2.24652849e-02 -4.69123200e-03 -2.35286430e-02 -1.74435228e-02\
 -1.07404195e-01 -7.49859447e-03 -4.62103933e-02  1.15295639e-02\
  9.47375372e-02 -1.97871705e-04  9.82734282e-03 -1.54960919e-02\
  2.40189228e-02 -4.77930307e-02 -8.14617872e-02 -3.52294929e-03\
 -2.57031396e-02 -1.07501838e-02  4.53705490e-02 -3.14649902e-02\
 -4.89784814e-02  2.11797822e-02 -7.87164867e-02  2.95856297e-02\
 -3.13387066e-02  7.24603422e-03 -3.07897124e-02 -4.32536472e-04\
  7.11504966e-02  4.86019962e-02  3.48762125e-02 -6.10353723e-02\
 -1.87806711e-02 -1.11500144e-01 -1.60416905e-02  1.48200607e-02\
  3.01821511e-02  2.50172392e-02  2.56302655e-02 -1.03164926e-01\
 -4.34187949e-02  4.48739864e-02  1.02700712e-02 -4.08344306e-02\
 -9.41648036e-02  2.01244392e-02 -2.28565261e-02 -2.53531244e-02\
 -8.19850340e-02  6.12558685e-02  1.24594569e-01  4.35001999e-02\
  1.54082933e-02  7.01428577e-03 -1.10018864e-01 -3.06824129e-03\
  7.24677816e-02 -2.92618405e-02  3.85232568e-02 -1.21869957e-32\
